mode,K,N,sample,k_eff_target,k_eff_actual,c,window_floored,query_ref,needle_lo,needle_hi,arm,outcome,first_code,needle_in_topk,keff_onset,prompt_hash,oom
neardup,16,131072,18,5200,5200,0.039669,0,8729,91285,91299,sparse,WRONG_NEEDLE,1345672,0.938,,c98582e3dffb,False
neardup,16,131072,19,dense,-,-,-,8288,88454,88468,dense,CORRECT,1079928,,,988f6439fee1,False
neardup,16,131072,19,1300,1300,0.009920,0,8288,88454,88468,sparse,CORRECT,1079928,0.564,,988f6439fee1,False
neardup,16,131072,19,2000,2000,0.015260,0,8288,88454,88468,sparse,CORRECT,1079928,0.598,,988f6439fee1,False
neardup,16,131072,19,2600,2600,0.019836,0,8288,88454,88468,sparse,CORRECT,1079928,0.633,,988f6439fee1,False
neardup,16,131072,19,3500,3500,0.026701,0,8288,88454,88468,sparse,CORRECT,1079928,0.676,,988f6439fee1,False
neardup,16,131072,19,5200,5200,0.039669,0,8288,88454,88468,sparse,CORRECT,1079928,0.723,,988f6439fee1,False
neardup,16,131072,20,dense,-,-,-,2447,118343,118357,dense,CORRECT,2079565,,,39679c5a4b60,False
neardup,16,131072,20,1300,1300,0.009920,0,2447,118343,118357,sparse,CORRECT,2079565,0.666,,39679c5a4b60,False
neardup,16,131072,20,2000,2000,0.015260,0,2447,118343,118357,sparse,CORRECT,2079565,0.697,,39679c5a4b60,False
neardup,16,131072,20,2600,2600,0.019836,0,2447,118343,118357,sparse,CORRECT,2079565,0.730,,39679c5a4b60,False
neardup,16,131072,20,3500,3500,0.026701,0,2447,118343,118357,sparse,CORRECT,2079565,0.777,,39679c5a4b60,False
neardup,16,131072,20,5200,5200,0.039669,0,2447,118343,118357,sparse,CORRECT,2079565,0.812,,39679c5a4b60,False
neardup,16,131072,21,dense,-,-,-,1295,1463,1477,dense,CORRECT,3203889,,,406d32d958d1,False
neardup,16,131072,21,1300,1300,0.009920,0,1295,1463,1477,sparse,CORRECT,3203889,0.375,,406d32d958d1,False
neardup,16,131072,21,2000,2000,0.015260,0,1295,1463,1477,sparse,CORRECT,3203889,0.404,,406d32d958d1,False
neardup,16,131072,21,2600,2600,0.019836,0,1295,1463,1477,sparse,CORRECT,3203889,0.420,,406d32d958d1,False
neardup,16,131072,21,3500,3500,0.026701,0,1295,1463,1477,sparse,CORRECT,3203889,0.451,,406d32d958d1,False
neardup,16,131072,21,5200,5200,0.039669,0,1295,1463,1477,sparse,CORRECT,3203889,0.480,,406d32d958d1,False
neardup,16,131072,22,dense,-,-,-,8271,6358,6372,dense,CORRECT,7349068,,,4798a0da1e33,False
neardup,16,131072,22,1300,1300,0.009920,0,8271,6358,6372,sparse,CORRECT,7349068,0.402,,4798a0da1e33,False
neardup,16,131072,22,2000,2000,0.015260,0,8271,6358,6372,sparse,CORRECT,7349068,0.424,,4798a0da1e33,False
neardup,16,131072,22,2600,2600,0.019836,0,8271,6358,6372,sparse,CORRECT,7349068,0.432,,4798a0da1e33,False
neardup,16,131072,22,3500,3500,0.026701,0,8271,6358,6372,sparse,CORRECT,7349068,0.451,,4798a0da1e33,False
neardup,16,131072,22,5200,5200,0.039669,0,8271,6358,6372,sparse,CORRECT,7349068,0.469,,4798a0da1e33,False
neardup,16,131072,23,dense,-,-,-,3908,79333,79347,dense,CORRECT,9710622,,,4663a87f878c,False
neardup,16,131072,23,1300,1300,0.009920,0,3908,79333,79347,sparse,CORRECT,9710622,0.535,,4663a87f878c,False
neardup,16,131072,23,2000,2000,0.015260,0,3908,79333,79347,sparse,CORRECT,9710622,0.578,,4663a87f878c,False
neardup,16,131072,23,2600,2600,0.019836,0,3908,79333,79347,sparse,CORRECT,9710622,0.598,,4663a87f878c,False
neardup,16,131072,23,3500,3500,0.026701,0,3908,79333,79347,sparse,CORRECT,9710622,0.623,,4663a87f878c,False
neardup,16,131072,23,5200,5200,0.039669,0,3908,79333,79347,sparse,CORRECT,9710622,0.672,,4663a87f878c,False
neardup,16,131072,24,dense,-,-,-,6768,71503,71517,dense,CORRECT,9997669,,,52c42c6603dc,False
neardup,16,131072,24,1300,1300,0.009920,0,6768,71503,71517,sparse,CORRECT,9997669,0.531,,52c42c6603dc,False
neardup,16,131072,24,2000,2000,0.015260,0,6768,71503,71517,sparse,CORRECT,9997669,0.568,,52c42c6603dc,False
neardup,16,131072,24,2600,2600,0.019836,0,6768,71503,71517,sparse,CORRECT,9997669,0.596,,52c42c6603dc,False
neardup,16,131072,24,3500,3500,0.026701,0,6768,71503,71517,sparse,CORRECT,9997669,0.627,,52c42c6603dc,False
neardup,16,131072,24,5200,5200,0.039669,0,6768,71503,71517,sparse,CORRECT,9997669,0.680,,52c42c6603dc,False
neardup,16,131072,25,dense,-,-,-,3416,82764,82778,dense,CORRECT,9565484,,,06c448372f79,False
neardup,16,131072,25,1300,1300,0.009920,0,3416,82764,82778,sparse,CORRECT,9565484,0.680,,06c448372f79,False
neardup,16,131072,25,2000,2000,0.015260,0,3416,82764,82778,sparse,CORRECT,9565484,0.730,,06c448372f79,False
neardup,16,131072,25,2600,2600,0.019836,0,3416,82764,82778,sparse,CORRECT,9565484,0.758,,06c448372f79,False
neardup,16,131072,25,3500,3500,0.026701,0,3416,82764,82778,sparse,CORRECT,9565484,0.791,,06c448372f79,False
neardup,16,131072,25,5200,5200,0.039669,0,3416,82764,82778,sparse,CORRECT,9565484,0.828,,06c448372f79,False
neardup,16,131072,26,dense,-,-,-,2989,66715,66729,dense,CORRECT,1405314,,,1a1af92da2d6,False
neardup,16,131072,26,1300,1300,0.009920,0,2989,66715,66729,sparse,CORRECT,1405314,0.400,,1a1af92da2d6,False
neardup,16,131072,26,2000,2000,0.015260,0,2989,66715,66729,sparse,CORRECT,1405314,0.432,,1a1af92da2d6,False
neardup,16,131072,26,2600,2600,0.019836,0,2989,66715,66729,sparse,CORRECT,1405314,0.453,,1a1af92da2d6,False
neardup,16,131072,26,3500,3500,0.026701,0,2989,66715,66729,sparse,CORRECT,1405314,0.469,,1a1af92da2d6,False
neardup,16,131072,26,5200,5200,0.039669,0,2989,66715,66729,sparse,CORRECT,1405314,0.508,,1a1af92da2d6,False
neardup,16,131072,27,dense,-,-,-,6930,47203,47217,dense,CORRECT,3629028,,,cdeb54a32654,False
neardup,16,131072,27,1300,1300,0.009920,0,6930,47203,47217,sparse,CORRECT,3629028,0.395,,cdeb54a32654,False
neardup,16,131072,27,2000,2000,0.015260,0,6930,47203,47217,sparse,CORRECT,3629028,0.414,,cdeb54a32654,False
neardup,16,131072,27,2600,2600,0.019836,0,6930,47203,47217,sparse,CORRECT,3629028,0.432,,cdeb54a32654,False
neardup,16,131072,27,3500,3500,0.026701,0,6930,47203,47217,sparse,CORRECT,3629028,0.463,,cdeb54a32654,False
neardup,16,131072,27,5200,5200,0.039669,0,6930,47203,47217,sparse,CORRECT,3629028,0.508,,cdeb54a32654,False
neardup,16,131072,28,dense,-,-,-,1523,123105,123119,dense,CORRECT,7036932,,,18203a7acbbd,False
neardup,16,131072,28,1300,1300,0.009920,0,1523,123105,123119,sparse,CORRECT,7036932,0.828,,18203a7acbbd,False
neardup,16,131072,28,2000,2000,0.015260,0,1523,123105,123119,sparse,CORRECT,7036932,0.889,,18203a7acbbd,False
neardup,16,131072,28,2600,2600,0.019836,0,1523,123105,123119,sparse,CORRECT,7036932,0.914,,18203a7acbbd,False
neardup,16,131072,28,3500,3500,0.026701,0,1523,123105,123119,sparse,CORRECT,7036932,0.945,,18203a7acbbd,False
neardup,16,131072,28,5200,5200,0.039669,0,1523,123105,123119,sparse,CORRECT,7036932,0.980,,18203a7acbbd,False
neardup,16,131072,29,dense,-,-,-,3381,51112,51126,dense,CORRECT,7331312,,,54cf1c5e71b6,False
neardup,16,131072,29,1300,1300,0.009920,0,3381,51112,51126,sparse,CORRECT,7331312,0.338,,54cf1c5e71b6,False
neardup,16,131072,29,2000,2000,0.015260,0,3381,51112,51126,sparse,CORRECT,7331312,0.361,,54cf1c5e71b6,False
neardup,16,131072,29,2600,2600,0.019836,0,3381,51112,51126,sparse,CORRECT,7331312,0.373,,54cf1c5e71b6,False
neardup,16,131072,29,3500,3500,0.026701,0,3381,51112,51126,sparse,CORRECT,7331312,0.393,,54cf1c5e71b6,False
neardup,16,131072,29,5200,5200,0.039669,0,3381,51112,51126,sparse,CORRECT,7331312,0.422,,54cf1c5e71b6,False
neardup,16,131072,30,dense,-,-,-,3061,111769,111783,dense,CORRECT,8842945,,,5d48c8e5c89e,False
neardup,16,131072,30,1300,1300,0.009920,0,3061,111769,111783,sparse,CORRECT,8842945,0.678,,5d48c8e5c89e,False
neardup,16,131072,30,2000,2000,0.015260,0,3061,111769,111783,sparse,CORRECT,8842945,0.719,,5d48c8e5c89e,False
neardup,16,131072,30,2600,2600,0.019836,0,3061,111769,111783,sparse,CORRECT,8842945,0.742,,5d48c8e5c89e,False
neardup,16,131072,30,3500,3500,0.026701,0,3061,111769,111783,sparse,CORRECT,8842945,0.773,,5d48c8e5c89e,False
neardup,16,131072,30,5200,5200,0.039669,0,3061,111769,111783,sparse,CORRECT,8842945,0.799,,5d48c8e5c89e,False
neardup,16,131072,31,dense,-,-,-,3015,33843,33857,dense,CORRECT,3514773,,,d47d18bf79a1,False
neardup,16,131072,31,1300,1300,0.009920,0,3015,33843,33857,sparse,CORRECT,3514773,0.406,,d47d18bf79a1,False
neardup,16,131072,31,2000,2000,0.015260,0,3015,33843,33857,sparse,CORRECT,3514773,0.430,,d47d18bf79a1,False
neardup,16,131072,31,2600,2600,0.019836,0,3015,33843,33857,sparse,CORRECT,3514773,0.449,,d47d18bf79a1,False
neardup,16,131072,31,3500,3500,0.026701,0,3015,33843,33857,sparse,CORRECT,3514773,0.479,,d47d18bf79a1,False
neardup,16,131072,31,5200,5200,0.039669,0,3015,33843,33857,sparse,CORRECT,3514773,0.510,,d47d18bf79a1,False
neardup,16,131072,32,dense,-,-,-,5416,121746,121760,dense,CORRECT,5103509,,,78e76342d92a,False
neardup,16,131072,32,1300,1300,0.009920,0,5416,121746,121760,sparse,CORRECT,5103509,0.867,,78e76342d92a,False
neardup,16,131072,32,2000,2000,0.015260,0,5416,121746,121760,sparse,CORRECT,5103509,0.906,,78e76342d92a,False
neardup,16,131072,32,2600,2600,0.019836,0,5416,121746,121760,sparse,CORRECT,5103509,0.932,,78e76342d92a,False
neardup,16,131072,32,3500,3500,0.026701,0,5416,121746,121760,sparse,CORRECT,5103509,0.951,,78e76342d92a,False
neardup,16,131072,32,5200,5200,0.039669,0,5416,121746,121760,sparse,CORRECT,5103509,0.984,,78e76342d92a,False
neardup,16,131072,33,dense,-,-,-,9189,10631,10645,dense,CORRECT,6863234,,,433369e00b5c,False
neardup,16,131072,33,1300,1300,0.009920,0,9189,10631,10645,sparse,CORRECT,6863234,0.328,,433369e00b5c,False
neardup,16,131072,33,2000,2000,0.015260,0,9189,10631,10645,sparse,CORRECT,6863234,0.355,,433369e00b5c,False
neardup,16,131072,33,2600,2600,0.019836,0,9189,10631,10645,sparse,CORRECT,6863234,0.371,,433369e00b5c,False
neardup,16,131072,33,3500,3500,0.026701,0,9189,10631,10645,sparse,CORRECT,6863234,0.381,,433369e00b5c,False
neardup,16,131072,33,5200,5200,0.039669,0,9189,10631,10645,sparse,CORRECT,6863234,0.406,,433369e00b5c,False
neardup,16,131072,34,dense,-,-,-,4207,79047,79061,dense,CORRECT,5682183,,,4e288da00cfe,False
neardup,16,131072,34,1300,1300,0.009920,0,4207,79047,79061,sparse,CORRECT,5682183,0.555,,4e288da00cfe,False
neardup,16,131072,34,2000,2000,0.015260,0,4207,79047,79061,sparse,CORRECT,5682183,0.604,,4e288da00cfe,False
neardup,16,131072,34,2600,2600,0.019836,0,4207,79047,79061,sparse,CORRECT,5682183,0.646,,4e288da00cfe,False
neardup,16,131072,34,3500,3500,0.026701,0,4207,79047,79061,sparse,CORRECT,5682183,0.689,,4e288da00cfe,False
neardup,16,131072,34,5200,5200,0.039669,0,4207,79047,79061,sparse,CORRECT,5682183,0.746,,4e288da00cfe,False
neardup,16,131072,35,dense,-,-,-,2095,125341,125355,dense,CORRECT,7133248,,,c0bb9ae6a631,False
neardup,16,131072,35,1300,1300,0.009920,0,2095,125341,125355,sparse,CORRECT,7133248,0.850,,c0bb9ae6a631,False
neardup,16,131072,35,2000,2000,0.015260,0,2095,125341,125355,sparse,CORRECT,7133248,0.887,,c0bb9ae6a631,False
neardup,16,131072,35,2600,2600,0.019836,0,2095,125341,125355,sparse,CORRECT,7133248,0.912,,c0bb9ae6a631,False
neardup,16,131072,35,3500,3500,0.026701,0,2095,125341,125355,sparse,CORRECT,7133248,0.947,,c0bb9ae6a631,False
neardup,16,131072,35,5200,5200,0.039669,0,2095,125341,125355,sparse,CORRECT,7133248,0.973,,c0bb9ae6a631,False
neardup,16,131072,36,dense,-,-,-,3020,11523,11537,dense,CORRECT,4541082,,,b1d4923dd9f8,False
neardup,16,131072,36,1300,1300,0.009920,0,3020,11523,11537,sparse,CORRECT,4541082,0.393,,b1d4923dd9f8,False
neardup,16,131072,36,2000,2000,0.015260,0,3020,11523,11537,sparse,CORRECT,4541082,0.434,,b1d4923dd9f8,False
neardup,16,131072,36,2600,2600,0.019836,0,3020,11523,11537,sparse,CORRECT,4541082,0.445,,b1d4923dd9f8,False
neardup,16,131072,36,3500,3500,0.026701,0,3020,11523,11537,sparse,CORRECT,4541082,0.480,,b1d4923dd9f8,False
neardup,16,131072,36,5200,5200,0.039669,0,3020,11523,11537,sparse,CORRECT,4541082,0.523,,b1d4923dd9f8,False
neardup,16,131072,37,dense,-,-,-,1129,8479,8493,dense,WRONG_NEEDLE,3274276,,,bbce482601f8,False
neardup,16,131072,37,1300,1300,0.009920,0,1129,8479,8493,sparse,WRONG_NEEDLE,3274276,0.359,,bbce482601f8,False
neardup,16,131072,37,2000,2000,0.015260,0,1129,8479,8493,sparse,WRONG_NEEDLE,3274276,0.387,,bbce482601f8,False
neardup,16,131072,37,2600,2600,0.019836,0,1129,8479,8493,sparse,WRONG_NEEDLE,3274276,0.398,,bbce482601f8,False
neardup,16,131072,37,3500,3500,0.026701,0,1129,8479,8493,sparse,WRONG_NEEDLE,3274276,0.426,,bbce482601f8,False
neardup,16,131072,37,5200,5200,0.039669,0,1129,8479,8493,sparse,WRONG_NEEDLE,3274276,0.463,,bbce482601f8,False
neardup,16,131072,38,dense,-,-,-,1904,17374,17388,dense,CORRECT,1047005,,,a26c3db6d154,False
neardup,16,131072,38,1300,1300,0.009920,0,1904,17374,17388,sparse,CORRECT,1047005,0.404,,a26c3db6d154,False
neardup,16,131072,38,2000,2000,0.015260,0,1904,17374,17388,sparse,CORRECT,1047005,0.422,,a26c3db6d154,False
neardup,16,131072,38,2600,2600,0.019836,0,1904,17374,17388,sparse,CORRECT,1047005,0.438,,a26c3db6d154,False
neardup,16,131072,38,3500,3500,0.026701,0,1904,17374,17388,sparse,CORRECT,1047005,0.455,,a26c3db6d154,False
neardup,16,131072,38,5200,5200,0.039669,0,1904,17374,17388,sparse,CORRECT,1047005,0.477,,a26c3db6d154,False
neardup,16,131072,39,dense,-,-,-,9331,103365,103379,dense,CORRECT,6557341,,,64f06152b756,False
neardup,16,131072,39,1300,1300,0.009920,0,9331,103365,103379,sparse,CORRECT,6557341,0.787,,64f06152b756,False
neardup,16,131072,39,2000,2000,0.015260,0,9331,103365,103379,sparse,CORRECT,6557341,0.828,,64f06152b756,False
neardup,16,131072,39,2600,2600,0.019836,0,9331,103365,103379,sparse,CORRECT,6557341,0.855,,64f06152b756,False
neardup,16,131072,39,3500,3500,0.026701,0,9331,103365,103379,sparse,CORRECT,6557341,0.893,,64f06152b756,False
neardup,16,131072,39,5200,5200,0.039669,0,9331,103365,103379,sparse,CORRECT,6557341,0.920,,64f06152b756,False
neardup,16,131072,40,dense,-,-,-,8753,124675,124689,dense,CORRECT,5994288,,,a3d79f3c59bd,False
neardup,16,131072,40,1300,1300,0.009920,0,8753,124675,124689,sparse,CORRECT,5994288,0.787,,a3d79f3c59bd,False
neardup,16,131072,40,2000,2000,0.015260,0,8753,124675,124689,sparse,CORRECT,5994288,0.838,,a3d79f3c59bd,False
neardup,16,131072,40,2600,2600,0.019836,0,8753,124675,124689,sparse,CORRECT,5994288,0.865,,a3d79f3c59bd,False
neardup,16,131072,40,3500,3500,0.026701,0,8753,124675,124689,sparse,CORRECT,5994288,0.885,,a3d79f3c59bd,False
neardup,16,131072,40,5200,5200,0.039669,0,8753,124675,124689,sparse,CORRECT,5994288,0.928,,a3d79f3c59bd,False
neardup,16,131072,41,dense,-,-,-,1991,48346,48360,dense,CORRECT,9162659,,,2419372fc36c,False
neardup,16,131072,41,1300,1300,0.009920,0,1991,48346,48360,sparse,CORRECT,9162659,0.389,,2419372fc36c,False
neardup,16,131072,41,2000,2000,0.015260,0,1991,48346,48360,sparse,CORRECT,9162659,0.420,,2419372fc36c,False
neardup,16,131072,41,2600,2600,0.019836,0,1991,48346,48360,sparse,CORRECT,9162659,0.436,,2419372fc36c,False
neardup,16,131072,41,3500,3500,0.026701,0,1991,48346,48360,sparse,CORRECT,9162659,0.453,,2419372fc36c,False
neardup,16,131072,41,5200,5200,0.039669,0,1991,48346,48360,sparse,CORRECT,9162659,0.486,,2419372fc36c,False
neardup,16,131072,42,dense,-,-,-,3835,113297,113311,dense,CORRECT,4198224,,,4afa2effc9e0,False
neardup,16,131072,42,1300,1300,0.009920,0,3835,113297,113311,sparse,CORRECT,4198224,0.564,,4afa2effc9e0,False
neardup,16,131072,42,2000,2000,0.015260,0,3835,113297,113311,sparse,CORRECT,4198224,0.604,,4afa2effc9e0,False
neardup,16,131072,42,2600,2600,0.019836,0,3835,113297,113311,sparse,CORRECT,4198224,0.629,,4afa2effc9e0,False
neardup,16,131072,42,3500,3500,0.026701,0,3835,113297,113311,sparse,CORRECT,4198224,0.658,,4afa2effc9e0,False
neardup,16,131072,42,5200,5200,0.039669,0,3835,113297,113311,sparse,CORRECT,4198224,0.699,,4afa2effc9e0,False
neardup,16,131072,43,dense,-,-,-,5865,72944,72958,dense,CORRECT,6768062,,,4bed21140df9,False
neardup,16,131072,43,1300,1300,0.009920,0,5865,72944,72958,sparse,CORRECT,6768062,0.615,,4bed21140df9,False
neardup,16,131072,43,2000,2000,0.015260,0,5865,72944,72958,sparse,CORRECT,6768062,0.658,,4bed21140df9,False
neardup,16,131072,43,2600,2600,0.019836,0,5865,72944,72958,sparse,CORRECT,6768062,0.682,,4bed21140df9,False
neardup,16,131072,43,3500,3500,0.026701,0,5865,72944,72958,sparse,CORRECT,6768062,0.713,,4bed21140df9,False
neardup,16,131072,43,5200,5200,0.039669,0,5865,72944,72958,sparse,CORRECT,6768062,0.756,,4bed21140df9,False
neardup,16,131072,44,dense,-,-,-,1916,92154,92168,dense,CORRECT,3984189,,,8d5245fbabc6,False
neardup,16,131072,44,1300,1300,0.009920,0,1916,92154,92168,sparse,CORRECT,3984189,0.811,,8d5245fbabc6,False
neardup,16,131072,44,2000,2000,0.015260,0,1916,92154,92168,sparse,CORRECT,3984189,0.857,,8d5245fbabc6,False
neardup,16,131072,44,2600,2600,0.019836,0,1916,92154,92168,sparse,CORRECT,3984189,0.887,,8d5245fbabc6,False
neardup,16,131072,44,3500,3500,0.026701,0,1916,92154,92168,sparse,CORRECT,3984189,0.916,,8d5245fbabc6,False
neardup,16,131072,44,5200,5200,0.039669,0,1916,92154,92168,sparse,CORRECT,3984189,0.951,,8d5245fbabc6,False
neardup,16,131072,45,dense,-,-,-,2243,19465,19479,dense,CORRECT,3655800,,,e07f752c5574,False
neardup,16,131072,45,1300,1300,0.009920,0,2243,19465,19479,sparse,CORRECT,3655800,0.445,,e07f752c5574,False
neardup,16,131072,45,2000,2000,0.015260,0,2243,19465,19479,sparse,CORRECT,3655800,0.482,,e07f752c5574,False
neardup,16,131072,45,2600,2600,0.019836,0,2243,19465,19479,sparse,CORRECT,3655800,0.508,,e07f752c5574,False
neardup,16,131072,45,3500,3500,0.026701,0,2243,19465,19479,sparse,CORRECT,3655800,0.537,,e07f752c5574,False
neardup,16,131072,45,5200,5200,0.039669,0,2243,19465,19479,sparse,CORRECT,3655800,0.580,,e07f752c5574,False
neardup,16,131072,46,dense,-,-,-,1489,5614,5628,dense,WRONG_NEEDLE,6008935,,,728af78fc37a,False
neardup,16,131072,46,1300,1300,0.009920,0,1489,5614,5628,sparse,WRONG_NEEDLE,6008935,0.338,,728af78fc37a,False
neardup,16,131072,46,2000,2000,0.015260,0,1489,5614,5628,sparse,WRONG_NEEDLE,6008935,0.369,,728af78fc37a,False
neardup,16,131072,46,2600,2600,0.019836,0,1489,5614,5628,sparse,WRONG_NEEDLE,6008935,0.389,,728af78fc37a,False
neardup,16,131072,46,3500,3500,0.026701,0,1489,5614,5628,sparse,WRONG_NEEDLE,6008935,0.396,,728af78fc37a,False
neardup,16,131072,46,5200,5200,0.039669,0,1489,5614,5628,sparse,WRONG_NEEDLE,6008935,0.432,,728af78fc37a,False
neardup,16,131072,47,dense,-,-,-,8959,24622,24636,dense,CORRECT,2465615,,,e43ab7fa9fc0,False
neardup,16,131072,47,1300,1300,0.009920,0,8959,24622,24636,sparse,CORRECT,2465615,0.389,,e43ab7fa9fc0,False
neardup,16,131072,47,2000,2000,0.015260,0,8959,24622,24636,sparse,CORRECT,2465615,0.428,,e43ab7fa9fc0,False
neardup,16,131072,47,2600,2600,0.019836,0,8959,24622,24636,sparse,CORRECT,2465615,0.443,,e43ab7fa9fc0,False
neardup,16,131072,47,3500,3500,0.026701,0,8959,24622,24636,sparse,CORRECT,2465615,0.469,,e43ab7fa9fc0,False
neardup,16,131072,47,5200,5200,0.039669,0,8959,24622,24636,sparse,CORRECT,2465615,0.506,,e43ab7fa9fc0,False
neardup,16,131072,48,dense,-,-,-,6658,71424,71438,dense,CORRECT,5341166,,,0c5b12b9ea60,False
neardup,16,131072,48,1300,1300,0.009920,0,6658,71424,71438,sparse,CORRECT,5341166,0.635,,0c5b12b9ea60,False
neardup,16,131072,48,2000,2000,0.015260,0,6658,71424,71438,sparse,CORRECT,5341166,0.682,,0c5b12b9ea60,False
neardup,16,131072,48,2600,2600,0.019836,0,6658,71424,71438,sparse,CORRECT,5341166,0.727,,0c5b12b9ea60,False
neardup,16,131072,48,3500,3500,0.026701,0,6658,71424,71438,sparse,CORRECT,5341166,0.762,,0c5b12b9ea60,False
neardup,16,131072,48,5200,5200,0.039669,0,6658,71424,71438,sparse,CORRECT,5341166,0.818,,0c5b12b9ea60,False
neardup,16,131072,49,dense,-,-,-,7162,49863,49877,dense,WRONG_NEEDLE,1560992,,,2e6ee1ef7a70,False
neardup,16,131072,49,1300,1300,0.009920,0,7162,49863,49877,sparse,WRONG_NEEDLE,1560992,0.377,,2e6ee1ef7a70,False
neardup,16,131072,49,2000,2000,0.015260,0,7162,49863,49877,sparse,WRONG_NEEDLE,1560992,0.402,,2e6ee1ef7a70,False
neardup,16,131072,49,2600,2600,0.019836,0,7162,49863,49877,sparse,WRONG_NEEDLE,1560992,0.420,,2e6ee1ef7a70,False
neardup,16,131072,49,3500,3500,0.026701,0,7162,49863,49877,sparse,WRONG_NEEDLE,1560992,0.441,,2e6ee1ef7a70,False
neardup,16,131072,49,5200,5200,0.039669,0,7162,49863,49877,sparse,WRONG_NEEDLE,1560992,0.455,,2e6ee1ef7a70,False
neardup,16,131072,50,dense,-,-,-,5680,74487,74501,dense,WRONG_NEEDLE,7031140,,,258c1cedd033,False
neardup,16,131072,50,1300,1300,0.009920,0,5680,74487,74501,sparse,WRONG_NEEDLE,7031140,0.514,,258c1cedd033,False
neardup,16,131072,50,2000,2000,0.015260,0,5680,74487,74501,sparse,WRONG_NEEDLE,7031140,0.574,,258c1cedd033,False
neardup,16,131072,50,2600,2600,0.019836,0,5680,74487,74501,sparse,WRONG_NEEDLE,7031140,0.596,,258c1cedd033,False
neardup,16,131072,50,3500,3500,0.026701,0,5680,74487,74501,sparse,WRONG_NEEDLE,7031140,0.625,,258c1cedd033,False
neardup,16,131072,50,5200,5200,0.039669,0,5680,74487,74501,sparse,WRONG_NEEDLE,7031140,0.703,,258c1cedd033,False
neardup,16,131072,51,dense,-,-,-,3147,5693,5707,dense,CORRECT,2517186,,,092a47eabf4c,False
neardup,16,131072,51,1300,1300,0.009920,0,3147,5693,5707,sparse,CORRECT,2517186,0.332,,092a47eabf4c,False
neardup,16,131072,51,2000,2000,0.015260,0,3147,5693,5707,sparse,CORRECT,2517186,0.352,,092a47eabf4c,False
neardup,16,131072,51,2600,2600,0.019836,0,3147,5693,5707,sparse,CORRECT,2517186,0.363,,092a47eabf4c,False
neardup,16,131072,51,3500,3500,0.026701,0,3147,5693,5707,sparse,CORRECT,2517186,0.381,,092a47eabf4c,False
neardup,16,131072,51,5200,5200,0.039669,0,3147,5693,5707,sparse,CORRECT,2517186,0.391,,092a47eabf4c,False
neardup,16,131072,52,dense,-,-,-,8295,126694,126708,dense,CORRECT,9664971,,,30a6f800acbb,False
neardup,16,131072,52,1300,1300,0.009920,0,8295,126694,126708,sparse,CORRECT,9664971,0.725,,30a6f800acbb,False
neardup,16,131072,52,2000,2000,0.015260,0,8295,126694,126708,sparse,CORRECT,9664971,0.762,,30a6f800acbb,False
neardup,16,131072,52,2600,2600,0.019836,0,8295,126694,126708,sparse,CORRECT,9664971,0.791,,30a6f800acbb,False
neardup,16,131072,52,3500,3500,0.026701,0,8295,126694,126708,sparse,CORRECT,9664971,0.826,,30a6f800acbb,False
neardup,16,131072,52,5200,5200,0.039669,0,8295,126694,126708,sparse,CORRECT,9664971,0.865,,30a6f800acbb,False
neardup,16,131072,53,dense,-,-,-,3216,65702,65716,dense,CORRECT,1158891,,,60ac76a6f725,False
neardup,16,131072,53,1300,1300,0.009920,0,3216,65702,65716,sparse,CORRECT,1158891,0.391,,60ac76a6f725,False
neardup,16,131072,53,2000,2000,0.015260,0,3216,65702,65716,sparse,CORRECT,1158891,0.420,,60ac76a6f725,False
neardup,16,131072,53,2600,2600,0.019836,0,3216,65702,65716,sparse,CORRECT,1158891,0.439,,60ac76a6f725,False
neardup,16,131072,53,3500,3500,0.026701,0,3216,65702,65716,sparse,CORRECT,1158891,0.455,,60ac76a6f725,False
neardup,16,131072,53,5200,5200,0.039669,0,3216,65702,65716,sparse,CORRECT,1158891,0.477,,60ac76a6f725,False
neardup,16,131072,54,dense,-,-,-,4092,23015,23029,dense,CORRECT,5518234,,,76e772e9350b,False
neardup,16,131072,54,1300,1300,0.009920,0,4092,23015,23029,sparse,CORRECT,5518234,0.453,,76e772e9350b,False
neardup,16,131072,54,2000,2000,0.015260,0,4092,23015,23029,sparse,CORRECT,5518234,0.510,,76e772e9350b,False
neardup,16,131072,54,2600,2600,0.019836,0,4092,23015,23029,sparse,CORRECT,5518234,0.533,,76e772e9350b,False
neardup,16,131072,54,3500,3500,0.026701,0,4092,23015,23029,sparse,CORRECT,5518234,0.557,,76e772e9350b,False
neardup,16,131072,54,5200,5200,0.039669,0,4092,23015,23029,sparse,CORRECT,5518234,0.604,,76e772e9350b,False
neardup,16,131072,55,dense,-,-,-,2757,74210,74224,dense,CORRECT,7942083,,,eb8e307a0a5b,False
neardup,16,131072,55,1300,1300,0.009920,0,2757,74210,74224,sparse,CORRECT,7942083,0.732,,eb8e307a0a5b,False
neardup,16,131072,55,2000,2000,0.015260,0,2757,74210,74224,sparse,CORRECT,7942083,0.787,,eb8e307a0a5b,False
neardup,16,131072,55,2600,2600,0.019836,0,2757,74210,74224,sparse,CORRECT,7942083,0.832,,eb8e307a0a5b,False
neardup,16,131072,55,3500,3500,0.026701,0,2757,74210,74224,sparse,CORRECT,7942083,0.875,,eb8e307a0a5b,False
